DateTime,GIC,GIC_QDC,IQR,Source
2018-08-20/03:00:53,6.64,0.0435,0.3676,Node_7
2018-08-20/03:00:54,6.69,0.0435,0.3676,Node_7
2018-08-20/03:00:55,6.7,0.0435,0.3676,Node_7
2018-08-20/03:00:56,6.71,0.0434,0.3675,Node_7
2018-08-20/03:00:57,6.75,0.0434,0.3675,Node_7
2018-08-20/03:00:58,6.8,0.0434,0.3674,Node_7
2018-08-20/03:00:59,6.86,0.0434,0.3674,Node_7
2018-08-20/03:01:00,6.92,0.0433,0.3673,Node_7
2018-08-20/03:01:01,6.93,0.0433,0.3673,Node_7
2018-08-20/03:01:02,6.98,0.0433,0.3672,Node_7
2018-08-20/03:01:03,7.0,0.0432,0.3672,Node_7
2018-08-20/03:01:04,7.01,0.0432,0.3672,Node_7
2018-08-20/03:01:05,7.04,0.0432,0.3671,Node_7
2018-08-20/03:01:06,7.08,0.0432,0.3671,Node_7
2018-08-20/03:01:07,7.11,0.0431,0.367,Node_7
2018-08-20/03:01:08,7.17,0.0431,0.367,Node_7
2018-08-20/03:01:09,7.21,0.0431,0.3669,Node_7
2018-08-20/03:01:10,7.24,0.0431,0.3669,Node_7
2018-08-20/03:01:11,7.28,0.043,0.3668,Node_7
2018-08-20/03:01:12,7.34,0.043,0.3668,Node_7
2018-08-20/03:01:13,7.35,0.043,0.3668,Node_7
2018-08-20/03:01:14,7.42,0.0429,0.3667,Node_7
2018-08-20/03:01:15,7.45,0.0429,0.3667,Node_7
2018-08-20/03:01:16,7.49,0.0429,0.3666,Node_7
2018-08-20/03:01:17,7.52,0.0429,0.3666,Node_7
2018-08-20/03:01:18,7.55,0.0428,0.3665,Node_7
2018-08-20/03:01:19,7.6,0.0428,0.3665,Node_7
2018-08-20/03:01:20,7.64,0.0428,0.3664,Node_7
2018-08-20/03:01:21,7.63,0.0427,0.3664,Node_7
2018-08-20/03:01:22,7.69,0.0427,0.3664,Node_7
2018-08-20/03:01:23,7.71,0.0427,0.3663,Node_7
2018-08-20/03:01:24,7.76,0.0427,0.3663,Node_7
2018-08-20/03:01:25,7.81,0.0426,0.3662,Node_7
2018-08-20/03:01:26,7.83,0.0426,0.3662,Node_7
2018-08-20/03:01:27,7.85,0.0426,0.3661,Node_7
2018-08-20/03:01:28,7.89,0.0426,0.3661,Node_7
2018-08-20/03:01:29,7.93,0.0425,0.366,Node_7
2018-08-20/03:01:30,7.96,0.0425,0.366,Node_7
2018-08-20/03:01:31,8.02,0.0425,0.366,Node_7
2018-08-20/03:01:32,8.03,0.0424,0.3659,Node_7
2018-08-20/03:01:33,8.05,0.0424,0.3659,Node_7
2018-08-20/03:01:34,8.06,0.0424,0.3658,Node_7
2018-08-20/03:01:35,8.06,0.0424,0.3658,Node_7
2018-08-20/03:01:36,8.08,0.0423,0.3657,Node_7
2018-08-20/03:01:37,8.11,0.0423,0.3657,Node_7
2018-08-20/03:01:38,8.12,0.0423,0.3656,Node_7
2018-08-20/03:01:39,8.14,0.0422,0.3656,Node_7
2018-08-20/03:01:40,8.15,0.0422,0.3656,Node_7
2018-08-20/03:01:41,8.17,0.0422,0.3655,Node_7
2018-08-20/03:01:42,8.19,0.0422,0.3655,Node_7
2018-08-20/03:01:43,8.21,0.0421,0.3654,Node_7
2018-08-20/03:01:44,8.21,0.0421,0.3654,Node_7
2018-08-20/03:01:45,8.24,0.0421,0.3653,Node_7
2018-08-20/03:01:46,8.24,0.0421,0.3653,Node_7
2018-08-20/03:01:47,8.26,0.042,0.3652,Node_7
2018-08-20/03:01:48,8.29,0.042,0.3652,Node_7
2018-08-20/03:01:49,8.31,0.042,0.3652,Node_7
2018-08-20/03:01:50,8.33,0.0419,0.3651,Node_7
2018-08-20/03:01:51,8.31,0.0419,0.3651,Node_7
2018-08-20/03:01:52,8.36,0.0419,0.365,Node_7
2018-08-20/03:01:53,8.38,0.0419,0.365,Node_7
2018-08-20/03:01:54,8.41,0.0418,0.3649,Node_7
2018-08-20/03:01:55,8.42,0.0418,0.3649,Node_7
2018-08-20/03:01:56,8.42,0.0418,0.3648,Node_7
2018-08-20/03:01:57,8.44,0.0417,0.3648,Node_7
2018-08-20/03:01:58,8.46,0.0417,0.3648,Node_7
2018-08-20/03:01:59,8.47,0.0417,0.3647,Node_7
2018-08-20/03:02:00,8.49,0.0417,0.3647,Node_7
2018-08-20/03:02:01,8.5,0.0416,0.3646,Node_7
2018-08-20/03:02:02,8.52,0.0416,0.3646,Node_7
2018-08-20/03:02:03,8.55,0.0416,0.3645,Node_7
2018-08-20/03:02:04,8.53,0.0416,0.3645,Node_7
2018-08-20/03:02:05,8.55,0.0415,0.3644,Node_7
2018-08-20/03:02:06,8.57,0.0415,0.3644,Node_7
2018-08-20/03:02:07,8.58,0.0415,0.3644,Node_7
2018-08-20/03:02:08,8.58,0.0414,0.3643,Node_7
2018-08-20/03:02:09,8.61,0.0414,0.3643,Node_7
2018-08-20/03:02:10,8.65,0.0414,0.3642,Node_7
2018-08-20/03:02:11,8.63,0.0414,0.3642,Node_7
2018-08-20/03:02:12,8.65,0.0413,0.3641,Node_7
2018-08-20/03:02:13,8.65,0.0413,0.3641,Node_7
2018-08-20/03:02:14,8.63,0.0413,0.364,Node_7
2018-08-20/03:02:15,8.64,0.0412,0.364,Node_7
2018-08-20/03:02:16,8.65,0.0412,0.364,Node_7
2018-08-20/03:02:17,8.66,0.0412,0.3639,Node_7
2018-08-20/03:02:18,8.67,0.0412,0.3639,Node_7
2018-08-20/03:02:19,8.66,0.0411,0.3638,Node_7
2018-08-20/03:02:20,8.66,0.0411,0.3638,Node_7
2018-08-20/03:02:21,8.67,0.0411,0.3637,Node_7
2018-08-20/03:02:22,8.68,0.0411,0.3637,Node_7
2018-08-20/03:02:23,8.69,0.041,0.3636,Node_7
2018-08-20/03:02:24,8.69,0.041,0.3636,Node_7
2018-08-20/03:02:25,8.69,0.041,0.3636,Node_7
2018-08-20/03:02:26,8.71,0.0409,0.3635,Node_7
2018-08-20/03:02:27,8.71,0.0409,0.3635,Node_7
2018-08-20/03:02:28,8.71,0.0409,0.3634,Node_7
2018-08-20/03:02:29,8.69,0.0409,0.3634,Node_7
2018-08-20/03:02:30,8.71,0.0408,0.3633,Node_7
2018-08-20/03:02:31,8.71,0.0408,0.3633,Node_7
2018-08-20/03:02:32,8.7,0.0408,0.3632,Node_7
2018-08-20/03:02:33,8.74,0.0407,0.3632,Node_7
2018-08-20/03:02:34,8.73,0.0407,0.3632,Node_7
2018-08-20/03:02:35,8.74,0.0407,0.3631,Node_7
2018-08-20/03:02:36,8.74,0.0407,0.3631,Node_7
2018-08-20/03:02:37,8.75,0.0406,0.363,Node_7
2018-08-20/03:02:38,8.77,0.0406,0.363,Node_7
2018-08-20/03:02:39,8.78,0.0406,0.3629,Node_7
2018-08-20/03:02:40,8.78,0.0406,0.3629,Node_7
2018-08-20/03:02:41,8.79,0.0405,0.3628,Node_7
2018-08-20/03:02:42,8.76,0.0405,0.3628,Node_7
2018-08-20/03:02:43,8.78,0.0405,0.3628,Node_7
2018-08-20/03:02:44,8.76,0.0404,0.3627,Node_7
2018-08-20/03:02:45,8.75,0.0404,0.3627,Node_7
2018-08-20/03:02:46,8.74,0.0404,0.3626,Node_7
2018-08-20/03:02:47,8.73,0.0404,0.3626,Node_7
2018-08-20/03:02:48,8.73,0.0403,0.3625,Node_7
2018-08-20/03:02:49,8.72,0.0403,0.3625,Node_7
2018-08-20/03:02:50,8.7,0.0403,0.3624,Node_7
2018-08-20/03:02:51,8.69,0.0402,0.3624,Node_7
2018-08-20/03:02:52,8.65,0.0402,0.3624,Node_7
2018-08-20/03:02:53,8.64,0.0402,0.3623,Node_7
2018-08-20/03:02:54,8.62,0.0402,0.3623,Node_7
2018-08-20/03:02:55,8.6,0.0401,0.3622,Node_7
2018-08-20/03:02:56,8.59,0.0401,0.3622,Node_7
2018-08-20/03:02:57,8.56,0.0401,0.3621,Node_7
2018-08-20/03:02:58,8.55,0.0401,0.3621,Node_7
2018-08-20/03:02:59,8.51,0.04,0.362,Node_7
2018-08-20/03:03:00,8.5,0.04,0.362,Node_7
2018-08-20/03:03:01,8.49,0.04,0.362,Node_7
2018-08-20/03:03:02,8.46,0.0399,0.3619,Node_7
2018-08-20/03:03:03,8.43,0.0399,0.3619,Node_7
2018-08-20/03:03:04,8.42,0.0399,0.3618,Node_7
2018-08-20/03:03:05,8.39,0.0399,0.3618,Node_7
2018-08-20/03:03:06,8.37,0.0398,0.3617,Node_7
2018-08-20/03:03:07,8.34,0.0398,0.3617,Node_7
2018-08-20/03:03:08,8.3,0.0398,0.3616,Node_7
2018-08-20/03:03:09,8.33,0.0397,0.3616,Node_7
2018-08-20/03:03:10,8.32,0.0397,0.3616,Node_7
2018-08-20/03:03:11,8.32,0.0397,0.3615,Node_7
2018-08-20/03:03:12,8.31,0.0397,0.3615,Node_7
2018-08-20/03:03:13,8.27,0.0396,0.3614,Node_7
2018-08-20/03:03:14,8.25,0.0396,0.3614,Node_7
2018-08-20/03:03:15,8.22,0.0396,0.3613,Node_7
2018-08-20/03:03:16,8.23,0.0396,0.3613,Node_7
2018-08-20/03:03:17,8.24,0.0395,0.3612,Node_7
2018-08-20/03:03:18,8.23,0.0395,0.3612,Node_7
2018-08-20/03:03:19,8.23,0.0395,0.3612,Node_7
2018-08-20/03:03:20,8.21,0.0394,0.3611,Node_7
2018-08-20/03:03:21,8.22,0.0394,0.3611,Node_7
2018-08-20/03:03:22,8.19,0.0394,0.361,Node_7
2018-08-20/03:03:23,8.19,0.0394,0.361,Node_7
2018-08-20/03:03:24,8.19,0.0393,0.3609,Node_7
2018-08-20/03:03:25,8.17,0.0393,0.3609,Node_7
2018-08-20/03:03:26,8.16,0.0393,0.3608,Node_7
2018-08-20/03:03:27,8.15,0.0392,0.3608,Node_7
2018-08-20/03:03:28,8.13,0.0392,0.3608,Node_7
2018-08-20/03:03:29,8.13,0.0392,0.3607,Node_7
2018-08-20/03:03:30,8.07,0.0392,0.3607,Node_7
2018-08-20/03:03:31,8.07,0.0391,0.3606,Node_7
2018-08-20/03:03:32,8.05,0.0391,0.3606,Node_7
2018-08-20/03:03:33,8.03,0.0391,0.3605,Node_7
2018-08-20/03:03:34,8.0,0.0391,0.3605,Node_7
2018-08-20/03:03:35,7.97,0.039,0.3604,Node_7
2018-08-20/03:03:36,7.94,0.039,0.3604,Node_7
2018-08-20/03:03:37,7.89,0.039,0.3604,Node_7
2018-08-20/03:03:38,7.87,0.0389,0.3603,Node_7
2018-08-20/03:03:39,7.84,0.0389,0.3603,Node_7
2018-08-20/03:03:40,7.79,0.0389,0.3602,Node_7
2018-08-20/03:03:41,7.75,0.0389,0.3602,Node_7
2018-08-20/03:03:42,7.72,0.0388,0.3601,Node_7
2018-08-20/03:03:43,7.67,0.0388,0.3601,Node_7
2018-08-20/03:03:44,7.63,0.0388,0.36,Node_7
2018-08-20/03:03:45,7.61,0.0387,0.36,Node_7
2018-08-20/03:03:46,7.6,0.0387,0.36,Node_7
2018-08-20/03:03:47,7.54,0.0387,0.3599,Node_7
2018-08-20/03:03:48,7.51,0.0387,0.3599,Node_7
2018-08-20/03:03:49,7.5,0.0386,0.3598,Node_7
2018-08-20/03:03:50,7.48,0.0386,0.3598,Node_7
2018-08-20/03:03:51,7.46,0.0386,0.3597,Node_7
2018-08-20/03:03:52,7.4,0.0386,0.3597,Node_7
2018-08-20/03:03:53,7.39,0.0385,0.3596,Node_7
2018-08-20/03:03:54,7.31,0.0385,0.3596,Node_7
2018-08-20/03:03:55,7.29,0.0385,0.3596,Node_7
2018-08-20/03:03:56,7.27,0.0384,0.3595,Node_7
2018-08-20/03:03:57,7.24,0.0384,0.3595,Node_7
2018-08-20/03:03:58,7.2,0.0384,0.3594,Node_7
2018-08-20/03:03:59,7.19,0.0384,0.3594,Node_7
2018-08-20/03:04:00,7.19,0.0383,0.3593,Node_7
2018-08-20/03:04:01,7.14,0.0383,0.3593,Node_7
2018-08-20/03:04:02,7.13,0.0383,0.3592,Node_7
2018-08-20/03:04:03,7.09,0.0382,0.3592,Node_7
2018-08-20/03:04:04,7.07,0.0382,0.3592,Node_7
2018-08-20/03:04:05,7.06,0.0382,0.3591,Node_7
2018-08-20/03:04:06,7.01,0.0382,0.3591,Node_7
2018-08-20/03:04:07,6.99,0.0381,0.359,Node_7
2018-08-20/03:04:08,6.98,0.0381,0.359,Node_7
2018-08-20/03:04:09,6.95,0.0381,0.3589,Node_7
2018-08-20/03:04:10,6.93,0.0381,0.3589,Node_7
2018-08-20/03:04:11,6.91,0.038,0.3588,Node_7
2018-08-20/03:04:12,6.88,0.038,0.3588,Node_7
2018-08-20/03:04:13,6.88,0.038,0.3588,Node_7
2018-08-20/03:04:14,6.85,0.0379,0.3587,Node_7
2018-08-20/03:04:15,6.84,0.0379,0.3587,Node_7
2018-08-20/03:04:16,6.82,0.0379,0.3586,Node_7
2018-08-20/03:04:17,6.83,0.0379,0.3586,Node_7
2018-08-20/03:04:18,6.83,0.0378,0.3585,Node_7
2018-08-20/03:04:19,6.81,0.0378,0.3585,Node_7
2018-08-20/03:04:20,6.8,0.0378,0.3584,Node_7
2018-08-20/03:04:21,6.79,0.0377,0.3584,Node_7
2018-08-20/03:04:22,6.76,0.0377,0.3584,Node_7
2018-08-20/03:04:23,6.75,0.0377,0.3583,Node_7
2018-08-20/03:04:24,6.72,0.0377,0.3583,Node_7
2018-08-20/03:04:25,6.71,0.0376,0.3582,Node_7
2018-08-20/03:04:26,6.69,0.0376,0.3582,Node_7
2018-08-20/03:04:27,6.66,0.0376,0.3581,Node_7
2018-08-20/03:04:28,6.66,0.0376,0.3581,Node_7
2018-08-20/03:04:29,6.62,0.0375,0.358,Node_7
2018-08-20/03:04:30,6.57,0.0375,0.358,Node_7
2018-08-20/03:04:31,6.55,0.0375,0.358,Node_7
2018-08-20/03:04:32,6.5,0.0374,0.3579,Node_7
2018-08-20/03:04:33,6.45,0.0374,0.3579,Node_7
2018-08-20/03:04:34,6.46,0.0374,0.3578,Node_7
2018-08-20/03:04:35,6.41,0.0374,0.3578,Node_7
2018-08-20/03:04:36,6.38,0.0373,0.3577,Node_7
2018-08-20/03:04:37,6.35,0.0373,0.3577,Node_7
2018-08-20/03:04:38,6.3,0.0373,0.3576,Node_7
2018-08-20/03:04:39,6.28,0.0373,0.3576,Node_7
2018-08-20/03:04:40,6.26,0.0372,0.3576,Node_7
2018-08-20/03:04:41,6.23,0.0372,0.3575,Node_7
2018-08-20/03:04:42,6.2,0.0372,0.3575,Node_7
2018-08-20/03:04:43,6.16,0.0371,0.3574,Node_7
2018-08-20/03:04:44,6.12,0.0371,0.3574,Node_7
2018-08-20/03:04:45,6.08,0.0371,0.3573,Node_7
2018-08-20/03:04:46,6.02,0.0371,0.3573,Node_7
2018-08-20/03:04:47,5.97,0.037,0.3572,Node_7
2018-08-20/03:04:48,5.95,0.037,0.3572,Node_7
2018-08-20/03:04:49,5.92,0.037,0.3572,Node_7
2018-08-20/03:04:50,5.87,0.0369,0.3571,Node_7
2018-08-20/03:04:51,5.81,0.0369,0.3571,Node_7
2018-08-20/03:04:52,5.77,0.0369,0.357,Node_7
2018-08-20/03:04:53,5.76,0.0369,0.357,Node_7
2018-08-20/03:04:54,5.72,0.0368,0.3569,Node_7
2018-08-20/03:04:55,5.65,0.0368,0.3569,Node_7
2018-08-20/03:04:56,5.62,0.0368,0.3568,Node_7
2018-08-20/03:04:57,5.59,0.0367,0.3568,Node_7
2018-08-20/03:04:58,5.53,0.0367,0.3568,Node_7
2018-08-20/03:04:59,5.51,0.0367,0.3567,Node_7
2018-08-20/03:05:00,5.48,0.0367,0.3567,Node_7
2018-08-20/03:05:01,5.42,0.0366,0.3566,Node_7
2018-08-20/03:05:02,5.39,0.0366,0.3566,Node_7
2018-08-20/03:05:03,5.35,0.0366,0.3565,Node_7
2018-08-20/03:05:04,5.34,0.0366,0.3565,Node_7
2018-08-20/03:05:05,5.31,0.0365,0.3564,Node_7
2018-08-20/03:05:06,5.28,0.0365,0.3564,Node_7
2018-08-20/03:05:07,5.25,0.0365,0.3564,Node_7
2018-08-20/03:05:08,5.23,0.0364,0.3563,Node_7
2018-08-20/03:05:09,5.21,0.0364,0.3563,Node_7
2018-08-20/03:05:10,5.19,0.0364,0.3562,Node_7
2018-08-20/03:05:11,5.14,0.0364,0.3562,Node_7
2018-08-20/03:05:12,5.12,0.0363,0.3561,Node_7
2018-08-20/03:05:13,5.1,0.0363,0.3561,Node_7
2018-08-20/03:05:14,5.08,0.0363,0.356,Node_7
2018-08-20/03:05:15,5.04,0.0362,0.356,Node_7
2018-08-20/03:05:16,5.01,0.0362,0.356,Node_7
2018-08-25/11:17:41,5.01,0.1107,0.3409,Node_7
2018-08-25/11:17:42,5.01,0.1108,0.3409,Node_7
2018-08-25/11:17:43,5.04,0.1109,0.3409,Node_7
2018-08-25/11:17:44,5.1,0.1109,0.3409,Node_7
2018-08-25/11:17:45,5.1,0.111,0.3409,Node_7
2018-08-25/11:17:46,5.15,0.1111,0.3409,Node_7
2018-08-25/11:17:47,5.18,0.1111,0.3409,Node_7
2018-08-25/11:17:48,5.19,0.1112,0.3409,Node_7
2018-08-25/11:17:49,5.22,0.1113,0.3409,Node_7
2018-08-25/11:17:50,5.21,0.1113,0.3409,Node_7
2018-08-25/11:17:51,5.22,0.1114,0.341,Node_7
2018-08-25/11:17:52,5.25,0.1115,0.341,Node_7
2018-08-25/11:17:53,5.27,0.1115,0.341,Node_7
2018-08-25/11:17:54,5.28,0.1116,0.341,Node_7
2018-08-25/11:17:55,5.3,0.1117,0.341,Node_7
2018-08-25/11:17:56,5.3,0.1117,0.341,Node_7
2018-08-25/11:17:57,5.3,0.1118,0.341,Node_7
2018-08-25/11:17:58,5.32,0.1119,0.341,Node_7
2018-08-25/11:17:59,5.31,0.1119,0.341,Node_7
2018-08-25/11:18:00,5.3,0.112,0.341,Node_7
2018-08-25/11:18:01,5.34,0.1121,0.341,Node_7
2018-08-25/11:18:02,5.34,0.1121,0.341,Node_7
2018-08-25/11:18:03,5.32,0.1122,0.341,Node_7
2018-08-25/11:18:04,5.32,0.1123,0.341,Node_7
2018-08-25/11:18:05,5.32,0.1123,0.341,Node_7
2018-08-25/11:18:06,5.33,0.1124,0.341,Node_7
2018-08-25/11:18:07,5.34,0.1125,0.341,Node_7
2018-08-25/11:18:08,5.31,0.1125,0.341,Node_7
2018-08-25/11:18:09,5.32,0.1126,0.3411,Node_7
2018-08-25/11:18:10,5.33,0.1127,0.3411,Node_7
2018-08-25/11:18:11,5.34,0.1127,0.3411,Node_7
2018-08-25/11:18:12,5.34,0.1128,0.3411,Node_7
2018-08-25/11:18:13,5.33,0.1129,0.3411,Node_7
2018-08-25/11:18:14,5.33,0.1129,0.3411,Node_7
2018-08-25/11:18:15,5.33,0.113,0.3411,Node_7
2018-08-25/11:18:16,5.34,0.1131,0.3411,Node_7
2018-08-25/11:18:17,5.35,0.1131,0.3411,Node_7
2018-08-25/11:18:18,5.34,0.1132,0.3411,Node_7
2018-08-25/11:18:19,5.34,0.1133,0.3411,Node_7
2018-08-25/11:18:20,5.32,0.1133,0.3411,Node_7
2018-08-25/11:18:21,5.29,0.1134,0.3411,Node_7
2018-08-25/11:18:22,5.29,0.1135,0.3411,Node_7
2018-08-25/11:18:23,5.28,0.1135,0.3411,Node_7
2018-08-25/11:18:24,5.29,0.1136,0.3411,Node_7
2018-08-25/11:18:25,5.32,0.1137,0.3411,Node_7
2018-08-25/11:18:26,5.32,0.1137,0.3411,Node_7
2018-08-25/11:18:27,5.3,0.1138,0.3412,Node_7
2018-08-25/11:18:28,5.32,0.1139,0.3412,Node_7
2018-08-25/11:18:29,5.3,0.1139,0.3412,Node_7
2018-08-25/11:18:30,5.31,0.114,0.3412,Node_7
2018-08-25/11:18:31,5.32,0.1141,0.3412,Node_7
2018-08-25/11:18:32,5.33,0.1141,0.3412,Node_7
2018-08-25/11:18:33,5.36,0.1142,0.3412,Node_7
2018-08-25/11:18:34,5.38,0.1143,0.3412,Node_7
2018-08-25/11:18:35,5.37,0.1143,0.3412,Node_7
2018-08-25/11:18:36,5.39,0.1144,0.3412,Node_7
2018-08-25/11:18:37,5.43,0.1145,0.3412,Node_7
2018-08-25/11:18:38,5.43,0.1145,0.3412,Node_7
2018-08-25/11:18:39,5.43,0.1146,0.3412,Node_7
2018-08-25/11:18:40,5.47,0.1147,0.3412,Node_7
2018-08-25/11:18:41,5.49,0.1147,0.3412,Node_7
2018-08-25/11:18:42,5.49,0.1148,0.3412,Node_7
2018-08-25/11:18:43,5.48,0.1149,0.3412,Node_7
2018-08-25/11:18:44,5.48,0.1149,0.3412,Node_7
2018-08-25/11:18:45,5.48,0.115,0.3413,Node_7
2018-08-25/11:18:46,5.49,0.1151,0.3413,Node_7
2018-08-25/11:18:47,5.49,0.1151,0.3413,Node_7
2018-08-25/11:18:48,5.49,0.1152,0.3413,Node_7
2018-08-25/11:18:49,5.49,0.1153,0.3413,Node_7
2018-08-25/11:18:50,5.49,0.1153,0.3413,Node_7
2018-08-25/11:18:51,5.49,0.1154,0.3413,Node_7
2018-08-25/11:18:52,5.49,0.1155,0.3413,Node_7
2018-08-25/11:18:53,5.5,0.1155,0.3413,Node_7
2018-08-25/11:18:54,5.51,0.1156,0.3413,Node_7
2018-08-25/11:18:55,5.51,0.1157,0.3413,Node_7
2018-08-25/11:18:56,5.52,0.1157,0.3413,Node_7
2018-08-25/11:18:57,5.51,0.1158,0.3413,Node_7
2018-08-25/11:18:58,5.55,0.1159,0.3413,Node_7
2018-08-25/11:18:59,5.54,0.1159,0.3413,Node_7
2018-08-25/11:19:00,5.58,0.116,0.3413,Node_7
2018-08-25/11:19:01,5.59,0.1161,0.3413,Node_7
2018-08-25/11:19:02,5.58,0.1161,0.3413,Node_7
2018-08-25/11:19:03,5.57,0.1162,0.3414,Node_7
2018-08-25/11:19:04,5.59,0.1163,0.3414,Node_7
2018-08-25/11:19:05,5.56,0.1163,0.3414,Node_7
2018-08-25/11:19:06,5.59,0.1164,0.3414,Node_7
2018-08-25/11:19:07,5.56,0.1165,0.3414,Node_7
2018-08-25/11:19:08,5.55,0.1165,0.3414,Node_7
2018-08-25/11:19:09,5.54,0.1166,0.3414,Node_7
2018-08-25/11:19:10,5.54,0.1167,0.3414,Node_7
2018-08-25/11:19:11,5.5,0.1167,0.3414,Node_7
2018-08-25/11:19:12,5.5,0.1168,0.3414,Node_7
2018-08-25/11:19:13,5.49,0.1169,0.3414,Node_7
2018-08-25/11:19:14,5.48,0.1169,0.3414,Node_7
2018-08-25/11:19:15,5.46,0.117,0.3414,Node_7
2018-08-25/11:19:16,5.46,0.1171,0.3414,Node_7
2018-08-25/11:19:17,5.46,0.1171,0.3414,Node_7
2018-08-25/11:19:18,5.46,0.1172,0.3414,Node_7
2018-08-25/11:19:19,5.44,0.1173,0.3414,Node_7
2018-08-25/11:19:20,5.48,0.1173,0.3414,Node_7
2018-08-25/11:19:21,5.48,0.1174,0.3415,Node_7
2018-08-25/11:19:22,5.46,0.1175,0.3415,Node_7
2018-08-25/11:19:23,5.47,0.1175,0.3415,Node_7
2018-08-25/11:19:24,5.46,0.1176,0.3415,Node_7
2018-08-25/11:19:25,5.51,0.1177,0.3415,Node_7
2018-08-25/11:19:26,5.52,0.1177,0.3415,Node_7
2018-08-25/11:19:27,5.52,0.1178,0.3415,Node_7
2018-08-25/11:19:28,5.55,0.1179,0.3415,Node_7
2018-08-25/11:19:29,5.57,0.1179,0.3415,Node_7
2018-08-25/11:19:30,5.58,0.118,0.3415,Node_7
2018-08-25/11:19:31,5.61,0.1181,0.3415,Node_7
2018-08-25/11:19:32,5.62,0.1181,0.3415,Node_7
2018-08-25/11:19:33,5.64,0.1182,0.3415,Node_7
2018-08-25/11:19:34,5.63,0.1183,0.3415,Node_7
2018-08-25/11:19:35,5.67,0.1183,0.3415,Node_7
2018-08-25/11:19:36,5.68,0.1184,0.3415,Node_7
2018-08-25/11:19:37,5.71,0.1185,0.3415,Node_7
2018-08-25/11:19:38,5.68,0.1185,0.3415,Node_7
2018-08-25/11:19:39,5.7,0.1186,0.3416,Node_7
2018-08-25/11:19:40,5.72,0.1187,0.3416,Node_7
2018-08-25/11:19:41,5.72,0.1187,0.3416,Node_7
2018-08-25/11:19:42,5.74,0.1188,0.3416,Node_7
2018-08-25/11:19:43,5.76,0.1189,0.3416,Node_7
2018-08-25/11:19:44,5.74,0.1189,0.3416,Node_7
2018-08-25/11:19:45,5.74,0.119,0.3416,Node_7
2018-08-25/11:19:46,5.75,0.1191,0.3416,Node_7
2018-08-25/11:19:47,5.76,0.1191,0.3416,Node_7
2018-08-25/11:19:48,5.75,0.1192,0.3416,Node_7
2018-08-25/11:19:49,5.75,0.1193,0.3416,Node_7
2018-08-25/11:19:50,5.73,0.1193,0.3416,Node_7
2018-08-25/11:19:51,5.71,0.1194,0.3416,Node_7
2018-08-25/11:19:52,5.68,0.1195,0.3416,Node_7
2018-08-25/11:19:53,5.68,0.1195,0.3416,Node_7
2018-08-25/11:19:54,5.69,0.1196,0.3416,Node_7
2018-08-25/11:19:55,5.67,0.1197,0.3416,Node_7
2018-08-25/11:19:56,5.67,0.1197,0.3416,Node_7
2018-08-25/11:19:57,5.68,0.1198,0.3417,Node_7
2018-08-25/11:19:58,5.66,0.1199,0.3417,Node_7
2018-08-25/11:19:59,5.65,0.1199,0.3417,Node_7
2018-08-25/11:20:00,5.66,0.12,0.3417,Node_7
2018-08-25/11:20:01,5.66,0.1201,0.3417,Node_7
2018-08-25/11:20:02,5.68,0.1201,0.3417,Node_7
2018-08-25/11:20:03,5.68,0.1202,0.3417,Node_7
2018-08-25/11:20:04,5.68,0.1203,0.3417,Node_7
2018-08-25/11:20:05,5.69,0.1203,0.3417,Node_7
2018-08-25/11:20:06,5.69,0.1204,0.3417,Node_7
2018-08-25/11:20:07,5.71,0.1205,0.3417,Node_7
2018-08-25/11:20:08,5.7,0.1205,0.3417,Node_7
2018-08-25/11:20:09,5.71,0.1206,0.3417,Node_7
2018-08-25/11:20:10,5.71,0.1207,0.3417,Node_7
2018-08-25/11:20:11,5.71,0.1207,0.3417,Node_7
2018-08-25/11:20:12,5.73,0.1208,0.3417,Node_7
2018-08-25/11:20:13,5.73,0.1209,0.3417,Node_7
2018-08-25/11:20:14,5.74,0.1209,0.3417,Node_7
2018-08-25/11:20:15,5.75,0.121,0.3418,Node_7
2018-08-25/11:20:16,5.75,0.1211,0.3418,Node_7
2018-08-25/11:20:17,5.78,0.1211,0.3418,Node_7
2018-08-25/11:20:18,5.78,0.1212,0.3418,Node_7
2018-08-25/11:20:19,5.79,0.1213,0.3418,Node_7
2018-08-25/11:20:20,5.81,0.1213,0.3418,Node_7
2018-08-25/11:20:21,5.82,0.1214,0.3418,Node_7
2018-08-25/11:20:22,5.83,0.1215,0.3418,Node_7
2018-08-25/11:20:23,5.86,0.1215,0.3418,Node_7
2018-08-25/11:20:24,5.91,0.1216,0.3418,Node_7
2018-08-25/11:20:25,5.92,0.1217,0.3418,Node_7
2018-08-25/11:20:26,5.94,0.1217,0.3418,Node_7
2018-08-25/11:20:27,5.96,0.1218,0.3418,Node_7
2018-08-25/11:20:28,5.96,0.1219,0.3418,Node_7
2018-08-25/11:20:29,5.96,0.1219,0.3418,Node_7
2018-08-25/11:20:30,6.01,0.122,0.3418,Node_7
2018-08-25/11:20:31,6.02,0.1221,0.3418,Node_7
2018-08-25/11:20:32,6.04,0.1221,0.3418,Node_7
2018-08-25/11:20:33,6.06,0.1222,0.3419,Node_7
2018-08-25/11:20:34,6.05,0.1223,0.3419,Node_7
2018-08-25/11:20:35,6.02,0.1223,0.3419,Node_7
